Loading: 
Loading: 0 packages loaded
Analyzing: target //:run_search_experiment (0 packages loaded, 0 targets configured)
INFO: Analyzed target //:run_search_experiment (0 packages loaded, 0 targets configured).
INFO: Found 1 target...
[0 / 1] [Prepa] BazelWorkspaceStatusAction stable-status.txt
Target //:run_search_experiment up-to-date:
  bazel-bin/run_search_experiment
INFO: Elapsed time: 0.144s, Critical Path: 0.00s
INFO: 0 processes.
INFO: Build completed successfully, 1 total action
INFO: Running command line: bazel-bin/run_search_experiment '--search_experiment_spec=     search_tasks {       tasks {         projected_binary_classification_task {           dataset_name: '\''logic_multiply'\''           path: '\''/home/ubuntu/codes/google-research/automl_zero/binary_logic_data/'\''           held_out_pairs {positive_class: 0 negative_class: 1}           max_supported_data_seed: 1         }         features_size: 2         num_train_examples: 93         num_valid_examples: 14         num_train_epochs: 1         num_tasks: 10         eval_type: ACCURACY       }     }     setup_ops: [SCALAR_PRODUCT_OP, VECTOR_MEAN_OP]     predict_ops: [SCALAR_PRODUCT_OP, VECTOR_MEAN_OP]     learn_ops: [SCALAR_PRODUCT_OP, VECTOR_MEAN_OP]     setup_size_init: 1     mutate_setup_size_min: 1     mutate_setup_size_max: 34     predict_size_init: 1     mutate_predict_size_min: 1     mutate_predict_size_max: 233     learn_size_init: 1     mutate_learn_size_min: 1     mutate_learn_size_max: 377     train_budget {train_budget_baseline: NEURAL_NET_ALGORITHM}     fitness_combination_mode: MEAN_FITNESS_COMBINATION     population_size: 1000     tournament_size: 100     initial_population: NO_OP_ALGORITHM     max_train_steps: 100000000000     allowed_mutation_types {
      mutation_types: [RANDOMIZE_COMPONENT_FUNCTION_MUTATION_TYPE, INSERT_INSTRUCTION_MUTATION_TYPE, REMOVE_INSTRUCTION_MUTATION_TYPE]     }     mutate_prob: 0.9     progress_every: 10000     ' '--final_tasks=
    tasks {       projected_binary_classification_task {         dataset_name: '\''logic_multiply'\''         path: '\''/home/ubuntu/codes/google-research/automl_zero/binary_logic_data/'\''         held_out_pairs {positive_class: 0 negative_class: 1}         max_supported_data_seed: 1       }       features_size: 2       num_train_examples: 93       num_valid_examples: 14       num_train_epochs: 1       num_tasks: 100       eval_type: ACCURACY     }     ' '--random_seed=2081894615' '--select_tasks=
    tasks {       projected_binary_classification_task {         dataset_name: '\''logic_multiply'\''         path: '\''/home/ubuntu/codes/google-research/automl_zero/binary_logic_data/'\''         held_out_pairs {positive_class: 0 negative_class: 1}         max_supported_data_seed: 1       }       features_size: 2       num_train_examples: 93       num_valid_examples: 14       num_train_epochs: 1       num_tasks: 10       eval_type: ACCURACY     }     '
INFO: Build completed successfully, 1 total action
Random seed = 2081894615
Running evolution experiment (on the T_search tasks)...
indivs=1000, elapsed_secs=0, mean=0.857143, stdev=0.000000, best fit=0.857143,
indivs=26971000, elapsed_secs=1772, mean=0.848929, stdev=0.075315, best fit=0.857143,
indivs=26981000, elapsed_secs=1773, mean=0.845714, stdev=0.088190, best fit=0.857143,
indivs=26991000, elapsed_secs=1774, mean=0.850357, stdev=0.068362, best fit=0.857143,
indivs=27001000, elapsed_secs=1775, mean=0.845000, stdev=0.092336, best fit=0.857143,
indivs=27011000, elapsed_secs=1775, mean=0.846429, stdev=0.085341, best fit=0.857143,
indivs=27021000, elapsed_secs=1776, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=27031000, elapsed_secs=1777, mean=0.848929, stdev=0.075315, best fit=0.857143,
indivs=27041000, elapsed_secs=1778, mean=0.850571, stdev=0.069088, best fit=0.857143,
indivs=27051000, elapsed_secs=1779, mean=0.845000, stdev=0.092336, best fit=0.857143,
indivs=27061000, elapsed_secs=1779, mean=0.848429, stdev=0.079190, best fit=0.857143,
indivs=27071000, elapsed_secs=1780, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=27081000, elapsed_secs=1781, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=27091000, elapsed_secs=1782, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=27101000, elapsed_secs=1782, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=27111000, elapsed_secs=1783, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=27121000, elapsed_secs=1784, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=27131000, elapsed_secs=1784, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=27141000, elapsed_secs=1785, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=27151000, elapsed_secs=1786, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=27161000, elapsed_secs=1787, mean=0.847857, stdev=0.079318, best fit=0.857143,
indivs=27171000, elapsed_secs=1787, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=27181000, elapsed_secs=1788, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=27191000, elapsed_secs=1789, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=27201000, elapsed_secs=1789, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=27211000, elapsed_secs=1790, mean=0.846429, stdev=0.086823, best fit=0.857143,
indivs=27221000, elapsed_secs=1791, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=27231000, elapsed_secs=1792, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=27241000, elapsed_secs=1792, mean=0.851429, stdev=0.061594, best fit=0.857143,
indivs=27251000, elapsed_secs=1793, mean=0.849643, stdev=0.071926, best fit=0.857143,
indivs=27261000, elapsed_secs=1794, mean=0.852500, stdev=0.056278, best fit=0.857143,
indivs=27271000, elapsed_secs=1794, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=27281000, elapsed_secs=1795, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=27291000, elapsed_secs=1796, mean=0.846429, stdev=0.086823, best fit=0.857143,
indivs=27301000, elapsed_secs=1796, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=27311000, elapsed_secs=1797, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=27321000, elapsed_secs=1798, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=27331000, elapsed_secs=1798, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=27341000, elapsed_secs=1799, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=27351000, elapsed_secs=1800, mean=0.853214, stdev=0.051606, best fit=0.857143,
indivs=27361000, elapsed_secs=1800, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=27371000, elapsed_secs=1801, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=27381000, elapsed_secs=1802, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=27391000, elapsed_secs=1802, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=27401000, elapsed_secs=1803, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=27411000, elapsed_secs=1803, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=27421000, elapsed_secs=1804, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=27431000, elapsed_secs=1805, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=27441000, elapsed_secs=1805, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=27451000, elapsed_secs=1806, mean=0.851071, stdev=0.064594, best fit=0.857143,
indivs=27461000, elapsed_secs=1807, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=27471000, elapsed_secs=1807, mean=0.845357, stdev=0.090288, best fit=0.857143,
indivs=27481000, elapsed_secs=1808, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=27491000, elapsed_secs=1809, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=27501000, elapsed_secs=1809, mean=0.845000, stdev=0.092336, best fit=0.857143,
indivs=27511000, elapsed_secs=1810, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=27521000, elapsed_secs=1811, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=27531000, elapsed_secs=1812, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=27541000, elapsed_secs=1812, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=27551000, elapsed_secs=1813, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=27561000, elapsed_secs=1814, mean=0.845000, stdev=0.092336, best fit=0.857143,
indivs=27571000, elapsed_secs=1814, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=27581000, elapsed_secs=1815, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=27591000, elapsed_secs=1816, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=27601000, elapsed_secs=1816, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=27611000, elapsed_secs=1817, mean=0.850357, stdev=0.068362, best fit=0.857143,
indivs=27621000, elapsed_secs=1818, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=27631000, elapsed_secs=1818, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=27641000, elapsed_secs=1819, mean=0.849643, stdev=0.071926, best fit=0.857143,
indivs=27651000, elapsed_secs=1819, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=27661000, elapsed_secs=1820, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=27671000, elapsed_secs=1821, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=27681000, elapsed_secs=1821, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=27691000, elapsed_secs=1822, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=27701000, elapsed_secs=1822, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=27711000, elapsed_secs=1823, mean=0.850357, stdev=0.068362, best fit=0.857143,
indivs=27721000, elapsed_secs=1824, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=27731000, elapsed_secs=1824, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=27741000, elapsed_secs=1825, mean=0.852500, stdev=0.056278, best fit=0.857143,
indivs=27751000, elapsed_secs=1826, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=27761000, elapsed_secs=1826, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=27771000, elapsed_secs=1827, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=27781000, elapsed_secs=1828, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=27791000, elapsed_secs=1828, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=27801000, elapsed_secs=1829, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=27811000, elapsed_secs=1830, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=27821000, elapsed_secs=1830, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=27831000, elapsed_secs=1831, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=27841000, elapsed_secs=1832, mean=0.851071, stdev=0.064594, best fit=0.857143,
indivs=27851000, elapsed_secs=1832, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=27861000, elapsed_secs=1833, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=27871000, elapsed_secs=1834, mean=0.850357, stdev=0.068362, best fit=0.857143,
indivs=27881000, elapsed_secs=1835, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=27891000, elapsed_secs=1835, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=27901000, elapsed_secs=1836, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=27911000, elapsed_secs=1837, mean=0.842857, stdev=0.100000, best fit=0.857143,
indivs=27921000, elapsed_secs=1837, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=27931000, elapsed_secs=1838, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=27941000, elapsed_secs=1839, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=27951000, elapsed_secs=1840, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=27961000, elapsed_secs=1840, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=27971000, elapsed_secs=1841, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=27981000, elapsed_secs=1842, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=27991000, elapsed_secs=1842, mean=0.845714, stdev=0.089625, best fit=0.857143,
indivs=28001000, elapsed_secs=1843, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=28011000, elapsed_secs=1843, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=28021000, elapsed_secs=1844, mean=0.850357, stdev=0.068362, best fit=0.857143,
indivs=28031000, elapsed_secs=1844, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=28041000, elapsed_secs=1845, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=28051000, elapsed_secs=1846, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=28061000, elapsed_secs=1846, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=28071000, elapsed_secs=1847, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=28081000, elapsed_secs=1847, mean=0.845714, stdev=0.089625, best fit=0.857143,
indivs=28091000, elapsed_secs=1848, mean=0.853929, stdev=0.046455, best fit=0.857143,
indivs=28101000, elapsed_secs=1849, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=28111000, elapsed_secs=1849, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=28121000, elapsed_secs=1850, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=28131000, elapsed_secs=1851, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=28141000, elapsed_secs=1851, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=28151000, elapsed_secs=1852, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=28161000, elapsed_secs=1853, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=28171000, elapsed_secs=1853, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=28181000, elapsed_secs=1854, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=28191000, elapsed_secs=1855, mean=0.848786, stdev=0.076775, best fit=0.857143,
indivs=28201000, elapsed_secs=1855, mean=0.848286, stdev=0.080579, best fit=0.857143,
indivs=28211000, elapsed_secs=1856, mean=0.846429, stdev=0.086823, best fit=0.857143,
indivs=28221000, elapsed_secs=1857, mean=0.846429, stdev=0.086823, best fit=0.857143,
indivs=28231000, elapsed_secs=1857, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=28241000, elapsed_secs=1858, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=28251000, elapsed_secs=1859, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=28261000, elapsed_secs=1859, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=28271000, elapsed_secs=1860, mean=0.845714, stdev=0.089625, best fit=0.857143,
indivs=28281000, elapsed_secs=1860, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=28291000, elapsed_secs=1861, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=28301000, elapsed_secs=1862, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=28311000, elapsed_secs=1863, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=28321000, elapsed_secs=1863, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=28331000, elapsed_secs=1864, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=28341000, elapsed_secs=1865, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=28351000, elapsed_secs=1865, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=28361000, elapsed_secs=1866, mean=0.849643, stdev=0.071926, best fit=0.857143,
indivs=28371000, elapsed_secs=1867, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=28381000, elapsed_secs=1867, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=28391000, elapsed_secs=1868, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=28401000, elapsed_secs=1869, mean=0.855000, stdev=0.039064, best fit=0.857143,
indivs=28411000, elapsed_secs=1869, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=28421000, elapsed_secs=1870, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=28431000, elapsed_secs=1870, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=28441000, elapsed_secs=1871, mean=0.851786, stdev=0.060583, best fit=0.857143,
indivs=28451000, elapsed_secs=1871, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=28461000, elapsed_secs=1872, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=28471000, elapsed_secs=1873, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=28481000, elapsed_secs=1873, mean=0.851786, stdev=0.060583, best fit=0.857143,
indivs=28491000, elapsed_secs=1874, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=28501000, elapsed_secs=1874, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=28511000, elapsed_secs=1875, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=28521000, elapsed_secs=1875, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=28531000, elapsed_secs=1876, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=28541000, elapsed_secs=1877, mean=0.850714, stdev=0.065539, best fit=0.857143,
indivs=28551000, elapsed_secs=1877, mean=0.855000, stdev=0.039064, best fit=0.857143,
indivs=28561000, elapsed_secs=1878, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=28571000, elapsed_secs=1878, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=28581000, elapsed_secs=1879, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=28591000, elapsed_secs=1879, mean=0.846429, stdev=0.086823, best fit=0.857143,
indivs=28601000, elapsed_secs=1880, mean=0.847500, stdev=0.081653, best fit=0.857143,
indivs=28611000, elapsed_secs=1881, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=28621000, elapsed_secs=1881, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=28631000, elapsed_secs=1882, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=28641000, elapsed_secs=1883, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=28651000, elapsed_secs=1883, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=28661000, elapsed_secs=1884, mean=0.853214, stdev=0.051606, best fit=0.857143,
indivs=28671000, elapsed_secs=1884, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=28681000, elapsed_secs=1885, mean=0.852857, stdev=0.052799, best fit=0.857143,
indivs=28691000, elapsed_secs=1885, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=28701000, elapsed_secs=1886, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=28711000, elapsed_secs=1887, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=28721000, elapsed_secs=1887, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=28731000, elapsed_secs=1888, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=28741000, elapsed_secs=1888, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=28751000, elapsed_secs=1889, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=28761000, elapsed_secs=1889, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=28771000, elapsed_secs=1890, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=28781000, elapsed_secs=1891, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=28791000, elapsed_secs=1892, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=28801000, elapsed_secs=1892, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=28811000, elapsed_secs=1893, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=28821000, elapsed_secs=1894, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=28831000, elapsed_secs=1894, mean=0.848929, stdev=0.075315, best fit=0.857143,
indivs=28841000, elapsed_secs=1895, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=28851000, elapsed_secs=1895, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=28861000, elapsed_secs=1896, mean=0.845357, stdev=0.090288, best fit=0.857143,
indivs=28871000, elapsed_secs=1897, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=28881000, elapsed_secs=1897, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=28891000, elapsed_secs=1898, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=28901000, elapsed_secs=1899, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=28911000, elapsed_secs=1900, mean=0.845000, stdev=0.092336, best fit=0.857143,
indivs=28921000, elapsed_secs=1900, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=28931000, elapsed_secs=1901, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=28941000, elapsed_secs=1901, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=28951000, elapsed_secs=1902, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=28961000, elapsed_secs=1903, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=28971000, elapsed_secs=1903, mean=0.851071, stdev=0.064594, best fit=0.857143,
indivs=28981000, elapsed_secs=1904, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=28991000, elapsed_secs=1905, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=29001000, elapsed_secs=1905, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=29011000, elapsed_secs=1906, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=29021000, elapsed_secs=1907, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=29031000, elapsed_secs=1907, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=29041000, elapsed_secs=1908, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=29051000, elapsed_secs=1909, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=29061000, elapsed_secs=1909, mean=0.849643, stdev=0.071926, best fit=0.857143,
indivs=29071000, elapsed_secs=1910, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=29081000, elapsed_secs=1910, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=29091000, elapsed_secs=1911, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=29101000, elapsed_secs=1911, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=29111000, elapsed_secs=1912, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=29121000, elapsed_secs=1913, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=29131000, elapsed_secs=1913, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=29141000, elapsed_secs=1914, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=29151000, elapsed_secs=1915, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=29161000, elapsed_secs=1915, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=29171000, elapsed_secs=1916, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=29181000, elapsed_secs=1916, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=29191000, elapsed_secs=1917, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=29201000, elapsed_secs=1918, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=29211000, elapsed_secs=1918, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=29221000, elapsed_secs=1919, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=29231000, elapsed_secs=1919, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=29241000, elapsed_secs=1920, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=29251000, elapsed_secs=1921, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=29261000, elapsed_secs=1921, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=29271000, elapsed_secs=1922, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=29281000, elapsed_secs=1923, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=29291000, elapsed_secs=1923, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=29301000, elapsed_secs=1924, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=29311000, elapsed_secs=1925, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=29321000, elapsed_secs=1925, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=29331000, elapsed_secs=1926, mean=0.852500, stdev=0.056278, best fit=0.857143,
indivs=29341000, elapsed_secs=1927, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=29351000, elapsed_secs=1927, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=29361000, elapsed_secs=1928, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=29371000, elapsed_secs=1929, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=29381000, elapsed_secs=1930, mean=0.846429, stdev=0.086823, best fit=0.857143,
indivs=29391000, elapsed_secs=1930, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=29401000, elapsed_secs=1931, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=29411000, elapsed_secs=1932, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=29421000, elapsed_secs=1933, mean=0.846429, stdev=0.086823, best fit=0.857143,
indivs=29431000, elapsed_secs=1934, mean=0.845357, stdev=0.088864, best fit=0.857143,
indivs=29441000, elapsed_secs=1934, mean=0.846429, stdev=0.086823, best fit=0.857143,
indivs=29451000, elapsed_secs=1935, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=29461000, elapsed_secs=1936, mean=0.843214, stdev=0.098119, best fit=0.857143,
indivs=29471000, elapsed_secs=1937, mean=0.848929, stdev=0.075315, best fit=0.857143,
indivs=29481000, elapsed_secs=1937, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=29491000, elapsed_secs=1938, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=29501000, elapsed_secs=1939, mean=0.849143, stdev=0.075979, best fit=0.857143,
indivs=29511000, elapsed_secs=1939, mean=0.851071, stdev=0.064594, best fit=0.857143,
indivs=29521000, elapsed_secs=1940, mean=0.851071, stdev=0.064594, best fit=0.857143,
indivs=29531000, elapsed_secs=1941, mean=0.841857, stdev=0.104545, best fit=0.857143,
indivs=29541000, elapsed_secs=1942, mean=0.849000, stdev=0.077427, best fit=0.857143,
indivs=29551000, elapsed_secs=1942, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=29561000, elapsed_secs=1943, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=29571000, elapsed_secs=1944, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=29581000, elapsed_secs=1944, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=29591000, elapsed_secs=1945, mean=0.845000, stdev=0.092336, best fit=0.857143,
indivs=29601000, elapsed_secs=1946, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=29611000, elapsed_secs=1947, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=29621000, elapsed_secs=1948, mean=0.845000, stdev=0.092336, best fit=0.857143,
indivs=29631000, elapsed_secs=1948, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=29641000, elapsed_secs=1949, mean=0.846429, stdev=0.086823, best fit=0.857143,
indivs=29651000, elapsed_secs=1950, mean=0.845000, stdev=0.092336, best fit=0.857143,
indivs=29661000, elapsed_secs=1951, mean=0.845000, stdev=0.092336, best fit=0.857143,
indivs=29671000, elapsed_secs=1952, mean=0.846429, stdev=0.086823, best fit=0.857143,
indivs=29681000, elapsed_secs=1952, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=29691000, elapsed_secs=1953, mean=0.852857, stdev=0.055162, best fit=0.857143,
